Date,ABEV3.SA,ODPV3.SA,VIVT3.SA,PETR4.SA,BBAS3.SA,BOVA11.SA
2015-01-02,16.020000457763672,8.518180847167969,37.81999969482422,9.359999656677246,11.324999809265137,47.2599983215332
2015-01-05,15.729999542236328,8.745453834533691,37.06999969482422,8.5600004196167,11.09000015258789,46.31999969482422
2015-01-06,16.329999923706055,8.681818008422852,36.150001525878906,8.279999732971191,11.244999885559082,46.58000183105469
2015-01-07,16.559999465942383,8.809089660644531,37.38999938964844,8.670000076293945,11.739999771118164,48.150001525878906
2015-01-08,16.540000915527344,8.781818389892578,38.90999984741211,9.229999542236328,11.779999732971191,48.5099983215332
2015-01-09,16.5,8.972726821899414,38.290000915527344,9.510000228881836,11.270000457763672,47.529998779296875
2015-01-12,16.709999084472656,8.909090042114258,38.349998474121094,8.84000015258789,11.074999809265137,46.83000183105469
2015-01-13,16.709999084472656,9.154544830322266,39.369998931884766,9.09000015258789,11.010000228881836,46.63999938964844
2015-01-14,16.760000228881836,9.045454025268555,39.810001373291016,8.90999984741211,11.09000015258789,46.47999954223633
2015-01-15,16.790000915527344,8.781818389892578,40.5,9.3100004196167,11.020000457763672,47.0
2015-01-16,16.90999984741211,9.181818008422852,41.29999923706055,9.4399995803833,11.149999618530273,47.599998474121094
2015-01-19,16.600000381469727,9.363636016845703,41.0,9.170000076293945,11.100000381469727,46.310001373291016
2015-01-20,16.899999618530273,9.554545402526855,41.9900016784668,9.3100004196167,11.050000190734863,46.52000045776367
2015-01-21,17.09000015258789,9.772727012634277,43.29999923706055,9.899999618530273,11.329999923706055,47.810001373291016
2015-01-22,17.280000686645508,9.409090042114258,42.900001525878906,10.229999542236328,11.425000190734863,48.119998931884766
2015-01-23,17.030000686645508,9.181818008422852,42.97999954223633,9.979999542236328,11.395000457763672,47.29999923706055
2015-01-26,16.989999771118164,9.227272033691406,41.970001220703125,9.829999923706055,11.265000343322754,47.189998626708984
2015-01-27,16.959999084472656,9.363636016845703,41.400001525878906,10.140000343322754,11.5,47.34000015258789
2015-01-28,17.030000686645508,9.454545021057129,42.34000015258789,9.109999656677246,11.005000114440918,46.33000183105469
2015-01-29,17.65999984741211,9.436363220214844,41.7599983215332,8.670000076293945,10.774999618530273,46.380001068115234
2015-01-30,17.690000534057617,9.409090042114258,41.0,8.300000190734863,10.329999923706055,45.61000061035156
2015-02-02,17.489999771118164,9.56363582611084,41.47999954223633,8.789999961853027,10.100000381469727,46.27000045776367
2015-02-03,17.549999237060547,9.590909004211426,42.470001220703125,9.970000267028809,10.425000190734863,47.63999938964844
2015-02-04,17.34000015258789,9.67272663116455,42.79999923706055,10.020000457763672,11.149999618530273,47.77000045776367
2015-02-05,17.739999771118164,9.63636302947998,43.4900016784668,9.829999923706055,11.395000457763672,47.880001068115234
2015-02-06,17.90999984741211,9.67272663116455,42.529998779296875,9.119999885559082,10.949999809265137,47.29999923706055
2015-02-09,18.170000076293945,9.46363639831543,41.5,9.399999618530273,11.229999542236328,47.91999816894531
2015-02-10,18.040000915527344,9.318181037902832,42.54999923706055,8.90999984741211,10.854999542236328,47.15999984741211
2015-02-11,18.040000915527344,9.090909004211426,40.959999084472656,9.079999923706055,10.975000381469727,46.95000076293945
2015-02-12,18.09000015258789,9.13636302947998,43.0,9.449999809265137,11.555000305175781,48.130001068115234
2015-02-13,18.0,9.090909004211426,43.88999938964844,10.029999732971191,12.300000190734863,49.38999938964844
2015-02-18,18.200000762939453,9.190909385681152,44.5,10.039999961853027,11.975000381469727,49.90999984741211
2015-02-19,18.229999542236328,9.227272033691406,43.7400016784668,9.710000038146973,12.175000190734863,49.79999923706055
2015-02-20,18.170000076293945,9.190909385681152,43.5,9.640000343322754,11.984999656677246,49.84000015258789
2015-02-23,18.479999542236328,9.181818008422852,43.18000030517578,9.5,11.9399995803833,49.79999923706055
2015-02-24,18.479999542236328,9.190909385681152,43.70000076293945,9.899999618530273,11.824999809265137,50.40999984741211
2015-02-25,18.25,9.209090232849121,43.209999084472656,9.399999618530273,11.574999809265137,50.36000061035156
2015-02-26,18.489999771118164,9.536362648010254,41.810001373291016,9.229999542236328,11.505000114440918,50.310001373291016
2015-02-27,18.309999465942383,9.518180847167969,43.5,9.550000190734863,11.859999656677246,50.0099983215332
2015-03-02,18.100000381469727,9.709090232849121,43.0,9.420000076293945,11.835000038146973,49.59000015258789
2015-03-03,18.43000030517578,9.736363410949707,41.77000045776367,9.569999694824219,11.8149995803833,49.83000183105469
2015-03-04,18.309999465942383,9.9909086227417,40.20000076293945,9.270000457763672,11.220000267028809,49.06999969482422
2015-03-05,18.360000610351562,9.727272033691406,40.599998474121094,9.239999771118164,11.270000457763672,48.95000076293945
2015-03-06,18.229999542236328,9.63636302947998,41.0,9.25,11.0,48.54999923706055
